"ID","Player","Team","Position","RkOv","Status","Opponent","FPts","FP/G","Ros","+/-","GP","GS","Min","G","A","A2","KP","AF","SOT","SOP","TkW","TLM","DIS","FS","YC","RC","ACNC","Int","IntB","CLO","CLR","CoS","BS","AER","PKM","PKD","OG","GAO","MCS"
"*0521z*","James Justin","LEI","D","123","FA","LEI 0<br/>@BOU 2 F","263.93","7.33","32%","-5%","36","34","2,908","2","2","0","14","0","7","0","37","1","15","44","6","0","11","46","4","0","115","9","18","69","0","0","0","68","243"
"*04u41*","Mateo Kovacic","MCI","M","125","FA","MCI 2<br/>@FUL 0 F","259.8","8.38","2%","0%","31","25","2,184","6","2","0","33","1","12","0","38","0","29","26","5","1","0","24","1","0","21","22","0","10","0","0","0","28","703"
"*05s08*","Valentino Livramento","NEW","D","126","RyRob","EVE 1<br/>@NEW 0 F","259.71","7.02","42%","-1%","37","32","2,831","0","1","0","26","0","2","0","36","0","39","35","1","0","11","23","3","0","94","25","11","27","0","0","0","40","889"
"*0554i*","Joelinton","NEW","M","127","Bobbo","EVE 1<br/>@NEW 0 F","255.79","8.82","43%","+1%","29","29","2,394","4","3","1","23","1","14","0","35","0","53","35","10","0","3","23","4","0","46","15","7","59","0","0","0","32","837"
"*03dyk*","Jamie Vardy","LEI","F","128","Mateta","LEI 0<br/>@BOU 2 F","254.5","7.27","0%","0%","35","35","2,825","9","4","0","19","1","26","1","13","0","14","23","5","0","1","5","0","0","24","11","4","51","1","2","0","68","236"
"*04abb*","Phil Foden","MCI","M","129","Laeka B","MCI 2<br/>@FUL 0 F","253.51","9.05","97%","+5%","28","20","1,763","7","2","0","43","1","16","1","5","0","31","34","2","0","16","9","1","0","7","14","1","3","0","0","0","24","496"
"*06dmj*","Jurrien Timber","ARS","D","130","FA","ARS 2<br/>@SOU 1 F","253.37","8.45","90%","-4%","30","27","2,410","1","3","0","17","0","4","0","38","0","24","29","7","0","4","22","1","0","41","24","4","22","0","0","0","21","899"
"*05l27*","Jarrad Branthwaite","EVE","D","131","FA","EVE 1<br/>@NEW 0 F","253.31","8.44","23%","-1%","30","28","2,507","0","1","0","3","0","3","0","20","4","4","18","4","0","0","27","5","0","188","3","23","62","0","0","0","28","793"
"*062p3*","Keane Lewis-Potter","BRF","F","133","Brad","BRF 1<br/>@WOL 1 F","252.5","6.64","39%","0%","38","36","3,090","1","3","0","26","2","14","1","27","1","20","31","7","0","25","21","1","1","66","41","10","27","0","1","0","49","675"
"*04aiz*","Wilfred Ndidi","LEI","M","134","Mateta","LEI 0<br/>@BOU 2 F","250.96","8.96","0%","0%","28","28","2,323","0","5","0","17","0","8","1","51","0","33","18","8","0","5","31","4","2","74","13","19","61","0","0","1","48","267"
"*02lnx*","Danny Welbeck","BHA","F","136","FA","BHA 4<br/>@TOT 1 F","248.25","8.28","89%","+1%","30","24","2,103","10","4","0","23","1","24","1","16","0","28","23","5","0","0","5","0","0","14","13","4","17","0","0","0","37","438"
"*068yd*","Joao Gomes","WOL","M","137","Noah B","BRF 1<br/>@WOL 1 F","247.52","6.88","43%","-2%","36","35","2,971","3","1","0","23","0","7","1","71","0","51","47","9","1","6","25","1","0","32","30","4","11","0","0","0","58","565"
"*04mup*","Trevoh Chalobah","CHE/CRY","D","138","FA","CHE 1<br/>@NOT 0 F","245.86","9.83","60%","-7%","25","23","1,968","3","1","0","8","0","7","0","23","1","9","22","3","0","1","29","3","0","104","8","12","45","0","0","0","25","546"
"*0647t*","Lucas Paqueta","WHU","M","139","RyRob","WHU 3<br/>@IPS 1 F","244.5","7.41","32%","0%","33","27","2,369","4","0","0","36","1","6","0","37","0","51","62","10","0","5","18","1","0","34","21","4","48","0","0","0","50","270"
"*02lny*","Ashley Young","EVE","D","140","Will","EVE 1<br/>@NEW 0 F","243.65","7.61","0%","0%","32","19","1,852","1","3","0","26","1","3","0","33","0","1","22","7","1","16","25","2","0","56","7","4","11","0","0","0","22","798"
"*04hk9*","Mikel Merino","NEW/ARS","M","141","STONKS","ARS 2<br/>@SOU 1 F","242.98","8.68","20%","0%","28","17","1,564","7","2","1","17","0","15","1","28","0","27","23","2","1","4","15","2","0","23","9","5","60","0","0","0","17","449"
"*04fk9*","Jan Bednarek","SOU","D","142","FA","ARS 2<br/>@SOU 1 F","240.73","8.02","0%","0%","30","30","2,531","2","0","0","5","0","3","0","19","2","3","13","7","0","0","56","4","2","190","3","36","71","0","0","0","57","270"
"*05nil*","Leif Davis","IPS","D","143","thomas","WHU 3<br/>@IPS 1 F","239.99","7.27","0%","0%","33","32","2,741","1","2","0","61","0","2","1","26","1","16","31","5","1","22","25","3","0","71","13","8","35","0","0","0","69","180"
"*05yg5*","Toti","WOL","D","144","FA","BRF 1<br/>@WOL 1 F","239.95","7.74","2%","0%","31","30","2,612","0","1","0","9","0","3","0","43","2","15","15","7","0","3","25","1","2","147","20","17","53","0","0","0","45","720"
"*05220*","Sepp van den Berg","LIV/BRF","D","145","FA","BRF 1<br/>@WOL 1 F","239.15","7.71","64%","-4%","31","29","2,582","0","0","0","6","1","6","0","24","1","7","5","3","0","3","21","2","1","131","4","38","94","0","1","0","49","509"
"*06p4k*","Matthijs de Ligt","MUN","D","146","FA","AVL 0<br/>@MUN 2 F","235.7","8.13","24%","-1%","29","25","2,116","2","0","0","6","0","9","0","22","1","3","12","3","0","2","33","7","1","91","2","21","58","0","0","0","36","521"
"*05ubv*","Omari Hutchinson","IPS","M","147","Bobbo","WHU 3<br/>@IPS 1 F","233.91","7.55","37%","-5%","31","30","2,578","3","2","0","31","1","19","0","13","0","58","46","5","0","16","11","1","0","7","51","2","7","0","0","0","61","172"
"*04p0d*","Dwight McNeil","EVE","M","148","FA","EVE 1<br/>@NEW 0 F","233.67","11.13","40%","-5%","21","15","1,361","4","6","0","38","2","10","0","8","0","33","18","1","0","19","6","0","0","2","24","0","3","0","0","0","24","421"
"*03fgo*","Dominic Solanke","TOT","F","150","CC FC","BHA 4<br/>@TOT 1 F","230.5","8.54","62%","-4%","27","25","2,197","9","3","0","14","2","26","0","11","0","51","36","0","0","1","1","0","0","23","17","9","46","0","0","1","43","261"
"*03jly*","Andreas Pereira","FUL","M","151","CC FC","MCI 2<br/>@FUL 0 F","229.91","6.97","7%","0%","33","25","1,993","2","4","0","57","2","9","0","13","0","22","24","8","0","9","8","0","0","16","14","2","14","1","1","0","32","240"
"*0435t*","Ilkay Gundogan","MCI","M","153","Bobbo","MCI 2<br/>@FUL 0 F","228.39","6.92","1%","0%","33","25","2,207","1","6","0","44","1","7","2","13","0","25","27","1","0","4","13","1","0","22","17","0","14","0","1","0","28","688"
"*05o6h*","Kai Havertz","ARS","F","154","FA","ARS 2<br/>@SOU 1 F","227.25","9.88","76%","-1%","23","21","1,869","9","3","0","17","0","21","0","9","0","23","23","5","0","2","6","0","0","32","9","4","65","0","0","0","20","643"
"*06phv*","Bilal El Khannouss","LEI","M","155","STONKS","LEI 0<br/>@BOU 2 F","227.17","7.1","40%","0%","32","27","2,170","2","3","0","42","1","7","1","30","0","38","13","4","0","12","6","0","0","9","34","4","19","0","0","0","54","173"
"*067yu*","Facundo Buonanotte","LEI","M","156","FA","LEI 0<br/>@BOU 2 F","225.65","7.28","2%","0%","31","14","1,490","5","2","0","25","0","12","1","32","0","39","35","8","0","9","12","1","0","12","28","6","18","0","0","0","33","81"
"*05w7t*","Pape Sarr","TOT","M","157","j.l.","BHA 4<br/>@TOT 1 F","225.36","6.26","16%","0%","36","22","1,888","3","2","1","15","0","13","1","36","0","22","35","6","0","2","30","2","0","24","11","10","34","0","0","0","38","258"
"*05os8*","Joachim Andersen","CRY/FUL","D","159","j.l.","MCI 2<br/>@FUL 0 F","222.73","7.42","50%","-1%","30","30","2,661","0","0","0","4","0","6","0","19","1","4","19","7","1","3","34","4","2","193","4","28","76","0","0","1","44","360"
"*068yc*","Yasin Ayari","BHA","M","160","thomas","BHA 4<br/>@TOT 1 F","221.4","6.51","30%","-3%","34","22","1,944","2","1","0","30","0","8","1","32","0","22","26","3","0","14","20","3","0","25","18","6","16","0","0","0","28","441"
"*03gu5*","Andrew Robertson","LIV","D","161","Brad","CRY 1<br/>@LIV 1 F","216.61","6.56","22%","-8%","33","29","2,476","0","1","0","40","0","3","1","22","1","13","8","3","1","22","21","2","0","42","7","4","7","0","0","1","31","880"
"*03ybi*","Marcus Rashford","MUN/AVL","F","162","FA","AVL 0<br/>@MUN 2 F","216.5","8.66","92%","0%","25","16","1,407","6","3","0","28","1","16","3","11","0","7","10","2","0","11","5","0","0","9","18","0","6","0","0","0","15","549"
"*06fxv*","Jean-Ricner Bellegarde","WOL","M","163","FA","BRF 1<br/>@WOL 1 F","215.9","6.17","12%","0%","35","20","1,653","2","7","1","28","0","5","0","24","0","29","47","3","0","12","10","1","0","17","14","3","10","0","0","0","31","306"
"*06fvn*","Beto","EVE","F","164","thomas","EVE 1<br/>@NEW 0 F","215","7.17","74%","+9%","30","15","1,504","8","0","0","12","0","23","2","6","0","37","23","2","0","1","4","0","0","24","19","2","99","0","0","0","24","412"
"*051k0*","John McGinn","AVL","M","165","j.l.","AVL 0<br/>@MUN 2 F","212.81","6.26","69%","0%","34","27","2,209","1","4","1","31","0","5","0","24","0","29","69","7","0","11","14","1","0","14","20","2","17","0","1","0","34","411"
"*03gu4*","Harry Maguire","MUN","D","166","TRB","AVL 0<br/>@MUN 2 F","210.06","7.78","43%","+3%","27","19","1,744","1","0","0","9","0","7","1","15","1","2","11","7","0","0","40","6","0","77","2","12","64","0","0","0","27","410"
"*0689w*","Georginio Rutter","LEE/BHA","F","167","FA","BHA 4<br/>@TOT 1 F","209.75","7.49","49%","-3%","28","19","1,643","5","3","0","19","3","12","1","15","0","37","45","2","0","1","10","0","0","12","27","3","25","0","0","0","29","324"
"*05o4b*","Matty Cash","AVL","D","168","Noah B","AVL 0<br/>@MUN 2 F","209.14","7.75","80%","-1%","27","24","2,068","1","1","0","11","0","6","0","32","0","10","20","7","0","5","23","0","0","58","19","8","20","0","0","0","22","659"
"*052k6*","Taylor Harwood-Bellis","SOU","D","169","FA","ARS 2<br/>@SOU 1 F","208.48","6.13","0%","0%","34","32","2,823","1","0","0","14","0","8","0","20","0","5","14","9","0","1","30","6","3","140","3","43","63","0","0","0","65","270"
"*052ca*","Ezri Konsa","AVL","D","170","STONKS","AVL 0<br/>@MUN 2 F","207.93","6.12","33%","-1%","34","33","2,936","2","0","0","6","0","5","1","18","2","10","47","1","0","0","24","4","3","107","8","11","31","0","0","0","45","731"
"*04sat*","Emile Smith Rowe","FUL","M","171","FA","MCI 2<br/>@FUL 0 F","205.61","6.05","33%","+2%","34","25","2,029","6","3","0","24","0","11","1","18","0","18","14","3","0","5","11","1","0","16","16","2","6","0","0","0","28","325"
"*02m11*","Matt Doherty","WOL","D","172","FA","BRF 1<br/>@WOL 1 F","205.03","6.83","1%","0%","30","25","2,101","2","1","0","12","0","3","0","21","0","5","11","6","0","1","22","2","1","95","11","15","56","0","0","1","38","541"
"*0642l*","Casemiro","MUN","M","173","j.l.","AVL 0<br/>@MUN 2 F","204.87","8.54","82%","0%","24","18","1,482","1","0","0","22","0","10","0","50","0","10","19","5","0","8","14","0","0","48","3","10","39","0","0","0","20","439"
"*061y6*","Ryan Yates","NOT","M","174","FA","CHE 1<br/>@NOT 0 F","204.01","5.83","1%","0%","35","18","1,886","2","1","0","18","1","9","1","21","0","18","49","10","0","0","26","2","0","60","9","10","48","0","0","0","27","654"
"*04spq*","Jack Harrison","EVE","M","175","Brad","EVE 1<br/>@NEW 0 F","201.73","5.93","3%","0%","34","24","2,059","1","0","1","33","3","7","0","22","0","41","28","0","0","21","10","1","0","31","24","2","4","0","1","0","27","516"
"*05tr1*","Ethan Pinnock","BRF","D","176","FA","BRF 1<br/>@WOL 1 F","201.67","9.17","3%","0%","22","21","1,911","2","0","0","8","0","6","1","19","1","4","4","2","0","1","24","6","0","139","3","18","64","0","0","1","35","209"
"*062oq*","Joe Ayodele-Aribo","SOU","M","177","FA","ARS 2<br/>@SOU 1 F","201.62","6.3","0%","0%","32","21","1,999","3","0","0","16","0","7","1","34","1","18","28","1","0","2","20","2","0","27","21","11","25","0","0","0","56","146"
"*04gw7*","Jadon Sancho","MUN/CHE","F","178","thomas","CHE 1<br/>@NOT 0 F","201.25","6.49","7%","-4%","31","19","1,743","3","4","0","38","1","8","0","7","0","21","11","2","0","0","2","0","0","7","45","0","6","0","2","0","24","647"
"*063zi*","Matheus Nunes","MCI","M","179","RyRob","MCI 2<br/>@FUL 0 F","201.22","7.74","99%","0%","26","19","1,667","1","6","0","23","1","4","0","22","0","13","20","4","0","9","15","2","0","30","19","4","15","0","0","0","19","718"
"*062h7*","Tyler Adams","BOU","M","181","Brad","LEI 0<br/>@BOU 2 F","199.15","7.11","8%","0%","28","21","1,953","0","3","0","18","0","2","0","50","1","12","21","7","0","1","32","2","0","37","4","10","31","0","0","0","30","554"
"*06mg0*","Sam Morsy","IPS","M","182","CC FC","WHU 3<br/>@IPS 1 F","198.67","6.02","0%","0%","33","31","2,743","1","1","0","24","0","3","0","41","0","13","27","10","0","6","29","3","0","44","17","13","18","0","0","1","67","173"
"*04ml6*","Konstantinos Mavropanos","WHU","D","183","TRB","WHU 3<br/>@IPS 1 F","197.85","6","50%","-8%","33","21","2,024","0","0","0","5","0","5","0","24","3","0","16","4","1","1","40","4","0","123","9","18","59","0","0","0","38","268"
"*03rxs*","Harry Wilson","FUL","M","184","Will","MCI 2<br/>@FUL 0 F","196.01","7.84","98%","0%","25","12","1,133","6","1","1","20","1","17","2","14","0","6","22","2","0","5","7","0","0","9","9","1","5","0","1","0","21","181"
"*0554g*","Calvin Bassey","FUL","D","185","FA","MCI 2<br/>@FUL 0 F","193.97","5.54","17%","+5%","35","34","3,073","1","0","0","3","0","4","0","34","2","8","32","7","0","1","20","5","0","113","15","17","44","0","0","0","47","450"
"*03yu2*","Abdoulaye Doucoure","EVE","M","186","FA","EVE 1<br/>@NEW 0 F","193.6","5.87","0%","0%","33","31","2,561","3","2","0","27","0","10","0","28","0","38","5","3","1","1","10","2","0","19","24","6","30","0","0","0","33","932"
"*04tzt*","Jefferson Lerma","CRY","M","187","FA","CRY 1<br/>@LIV 1 F","190.99","5.79","22%","-4%","33","26","2,266","0","1","0","10","0","8","0","17","0","18","39","9","0","5","42","7","0","78","6","18","45","0","0","0","36","585"
"*06msc*","Jacob Greaves","IPS","D","188","TRB","WHU 3<br/>@IPS 1 F","189.74","7.59","0%","0%","25","25","2,205","1","0","0","6","0","4","1","21","0","2","21","5","0","0","21","5","0","144","4","26","85","0","0","0","53","180"
"*0635j*","Chris Richards","CRY","D","189","Noah B","CRY 1<br/>@LIV 1 F","188.74","7.86","89%","-1%","24","22","1,920","1","0","0","2","1","6","0","30","0","5","5","2","1","1","19","1","1","113","1","14","48","0","1","0","31","683"
"*063hu*","Amadou Onana","AVL","M","190","Mateta","AVL 0<br/>@MUN 2 F","188.02","7.23","16%","-2%","26","20","1,608","3","0","0","10","0","6","1","30","0","9","30","4","0","2","26","2","0","40","14","7","33","0","0","0","23","407"
"*05oeh*","Kenny Tete","FUL","D","191","FA","MCI 2<br/>@FUL 0 F","187.99","8.54","32%","0%","22","21","1,772","0","2","0","9","0","2","0","38","0","10","16","5","0","10","32","4","0","62","9","12","26","0","0","0","26","180"
"*068yt*","Sasa Lukic","FUL","M","192","FA","MCI 2<br/>@FUL 0 F","187.79","6.26","12%","+1%","30","28","2,338","0","2","1","26","0","3","0","39","0","8","26","12","0","8","28","6","0","32","8","7","19","0","0","0","37","184"
"*04f6o*","Will Hughes","CRY","M","193","FA","CRY 1<br/>@LIV 1 F","187.13","5.67","2%","0%","33","24","2,091","0","3","0","33","1","1","0","36","0","30","31","11","0","3","22","0","0","26","5","14","19","0","0","0","31","732"
"*06pic*","Andre","WOL","M","194","FA","BRF 1<br/>@WOL 1 F","186.69","5.66","5%","0%","33","31","2,469","0","0","0","18","0","1","0","55","0","21","34","7","0","0","37","3","0","29","16","8","2","0","0","0","46","603"
"*03sgc*","Jordan Ayew","CRY/LEI","F","195","FA","LEI 0<br/>@BOU 2 F","185.5","5.98","0%","0%","31","19","1,640","5","0","0","17","0","10","0","15","0","41","59","6","0","9","12","1","0","18","26","2","40","0","0","0","42","219"
"*067ys*","Jack Hinshelwood","BHA","M","196","TRB","BHA 4<br/>@TOT 1 F","185.21","7.12","53%","+9%","26","22","1,834","5","2","0","17","1","10","0","19","0","3","9","5","0","4","16","1","0","37","2","3","20","0","0","0","30","402"
"*068n9*","Victor Kristiansen","LEI","D","197","FA","LEI 0<br/>@BOU 2 F","184.74","6.16","0%","0%","30","29","2,480","0","1","0","18","0","0","0","51","0","13","18","1","0","25","42","6","0","66","8","15","23","0","0","1","62","90"
"*05omu*","Ruben Dias","MCI","D","198","FA","MCI 2<br/>@FUL 0 F","184.68","6.84","73%","0%","27","25","2,267","0","0","0","5","0","7","0","11","0","1","8","4","0","0","20","4","0","70","2","20","37","0","0","1","21","990"
"*04o82*","Curtis Jones","LIV","M","199","Bobbo","CRY 1<br/>@LIV 1 F","184.36","5.59","19%","0%","33","19","1,685","3","3","0","22","2","13","0","22","0","36","25","1","1","1","7","2","0","8","12","9","14","0","1","0","27","460"
"*061vn*","Rodrigo Muniz","FUL","F","200","FA","MCI 2<br/>@FUL 0 F","183.5","5.92","31%","+9%","31","8","921","8","1","0","7","0","19","0","5","0","24","31","1","0","0","5","0","0","14","6","2","67","0","0","0","17","125"
"*04mqv*","Emerson","WHU","D","201","FA","WHU 3<br/>@IPS 1 F","182.76","5.9","0%","0%","31","26","2,104","2","1","0","16","0","7","0","31","0","7","13","5","0","11","21","3","0","56","10","8","18","0","0","0","41","368"
"*06rf9*","Omar Marmoush","MCI","F","204","Laeka B","MCI 2<br/>@FUL 0 F","180.25","11.27","66%","+9%","16","14","1,170","7","0","0","15","1","17","1","8","0","19","20","0","0","5","6","1","0","3","20","1","5","0","1","0","12","586"
"*06fy7*","Nicolas Dominguez","NOT","M","205","FA","CHE 1<br/>@NOT 0 F","179.33","5.27","2%","0%","34","23","1,943","0","1","0","13","0","9","0","45","0","12","18","9","0","2","29","2","0","52","3","12","27","0","0","0","27","615"
"*048xh*","Stephy Mavididi","LEI","F","206","FA","LEI 0<br/>@BOU 2 F","179.25","5.97","0%","0%","30","16","1,588","4","1","2","22","0","7","0","19","0","35","18","2","0","10","11","1","0","13","35","2","9","0","0","0","38","81"
"*03dx3*","Kieran Trippier","NEW","D","207","RyRob","EVE 1<br/>@NEW 0 F","178.59","7.14","36%","+2%","25","14","1,286","0","3","0","22","0","0","0","21","1","8","11","1","0","5","12","2","0","42","4","3","22","0","0","0","18","602"
"*062pl*","Lisandro Martinez","MUN","D","208","FA","AVL 0<br/>@MUN 2 F","176.53","8.83","12%","+3%","20","20","1,751","2","1","0","9","0","6","0","24","3","3","7","7","0","3","32","5","0","54","6","8","16","0","0","0","27","526"
"*06195*","Tyler Dibling","SOU","M","209","FA","ARS 2<br/>@SOU 1 F","174.05","5.27","2%","0%","33","20","1,854","2","0","0","20","2","9","1","20","0","55","50","6","0","4","8","0","0","16","45","5","10","0","2","0","50","140"
"*04io3*","Mario Lemina","WOL","M","210","FA","BRF 1<br/>@WOL 1 F","173","10.18","0%","0%","17","15","1,360","1","3","0","10","0","5","0","31","2","11","8","4","0","5","27","5","0","49","10","7","25","0","0","0","39","90"
"*062ts*","Djed Spence","TOT","D","211","FA","BHA 4<br/>@TOT 1 F","172.43","6.9","26%","-2%","25","19","1,785","1","2","0","11","0","3","0","34","1","32","23","2","1","9","21","3","1","56","37","9","21","0","0","1","39","318"
"*061xs*","Julio Enciso","BHA/IPS","M","212","Laeka B","WHU 3<br/>@IPS 1 F","171.43","6.86","1%","0%","25","14","1,145","2","3","0","18","0","22","1","9","0","38","28","3","0","2","1","0","0","7","40","1","14","0","0","0","22","106"
"*06clz*","Malo Gusto","CHE","D","213","FA","CHE 1<br/>@NOT 0 F","170.72","5.34","49%","-3%","32","19","1,844","0","1","0","22","0","5","0","29","0","17","20","4","0","10","24","0","0","40","4","8","9","0","0","0","26","375"
"*0649k*","Wout Faes","LEI","D","214","FA","LEI 0<br/>@BOU 2 F","168.98","4.97","0%","0%","34","30","2,809","1","0","0","4","0","1","0","26","1","6","11","4","0","0","26","5","1","184","5","35","47","0","0","0","63","270"
"*04qr8*","Diogo Jota","LIV","F","216","Bobbo","CRY 1<br/>@LIV 1 F","165.75","6.38","0%","0%","26","14","1,170","6","3","0","11","1","13","3","8","0","22","14","2","0","2","8","1","0","6","11","0","22","0","1","0","12","509"
"*05uoc*","Cristian Romero","TOT","D","217","Brad","BHA 4<br/>@TOT 1 F","165.74","9.21","50%","-1%","18","18","1,416","1","0","1","7","1","8","0","29","0","5","12","3","0","1","21","5","0","52","1","3","42","0","0","0","22","180"
"*06mgj*","Ryan Manning","SOU","D","218","FA","ARS 2<br/>@SOU 1 F","164.93","6.87","0%","0%","24","18","1,450","0","1","0","34","1","1","0","17","0","5","32","2","0","12","17","4","1","40","11","11","15","0","0","0","35","59"
"*06pib*","Manuel Ugarte","MUN","M","219","FA","AVL 0<br/>@MUN 2 F","164.19","5.66","3%","0%","29","22","1,769","1","2","0","10","0","4","0","49","0","25","33","11","0","3","27","2","0","15","18","4","18","0","0","1","33","355"
"*05tre*","Vitaly Janelt","BRF","M","220","FA","BRF 1<br/>@WOL 1 F","162.27","5.07","10%","+1%","32","27","2,244","1","3","0","15","0","4","0","22","0","10","15","3","0","9","27","4","0","48","3","9","19","0","0","2","38","362"
"*06mpp*","Mats Wieffer","BHA","M","221","Will","BHA 4<br/>@TOT 1 F","162.26","6.49","47%","-7%","25","10","990","1","3","0","15","1","4","0","34","1","9","10","6","0","3","17","1","0","25","7","2","34","0","1","0","22","204"
"*063y7*","Destiny Udogie","TOT","D","222","j.l.","BHA 4<br/>@TOT 1 F","161.95","6.48","19%","0%","25","24","1,921","0","1","0","16","0","1","0","47","0","19","38","2","0","4","22","5","1","28","13","6","13","0","0","1","35","232"
"*05o4c*","Timothy Castagne","FUL","D","223","FA","MCI 2<br/>@FUL 0 F","161.48","6.73","18%","+5%","24","17","1,635","0","1","0","9","0","3","0","29","0","5","6","1","0","4","22","2","0","75","5","6","35","0","0","0","28","270"
"*052cb*","Ian Maatsen","AVL","D","224","Laeka B","AVL 0<br/>@MUN 2 F","161.1","5.56","40%","-2%","29","10","1,111","1","2","2","19","0","5","0","17","0","25","9","2","0","9","15","2","0","27","13","0","10","0","0","0","16","313"
"*06pdl*","Jens Cajuste","IPS","M","225","FA","WHU 3<br/>@IPS 1 F","160.59","5.35","0%","0%","30","25","1,950","1","1","0","13","0","1","0","22","0","17","22","2","0","2","28","4","0","33","27","10","11","0","0","0","46","76"
"*03yeg*","Tosin Adarabioyo","CHE","D","226","STONKS","CHE 1<br/>@NOT 0 F","160.14","7.28","7%","-3%","22","15","1,400","1","1","0","2","0","2","2","13","0","0","9","4","0","0","11","0","0","79","4","7","42","0","0","0","14","659"
"*049tq*","Dominic Calvert-Lewin","EVE","F","227","Brad","EVE 1<br/>@NEW 0 F","156.5","6.02","82%","0%","26","19","1,596","3","1","0","8","1","20","1","7","0","33","23","2","0","1","7","0","0","23","10","2","86","0","0","0","18","590"
"*062oh*","Jake O'Brien","EVE","D","228","FA","EVE 1<br/>@NEW 0 F","156.47","7.82","72%","+1%","20","17","1,565","2","0","0","6","0","3","0","17","0","5","5","5","0","6","4","0","1","89","4","4","42","0","0","0","17","450"
"*05ylw*","Rodrigo Bentancur","TOT","M","229","RyRob","BHA 4<br/>@TOT 1 F","155.85","5.99","19%","-1%","26","21","1,635","2","0","0","10","0","6","0","22","0","20","10","9","0","2","40","3","0","37","9","8","36","0","0","0","26","257"
"*065ao*","Ethan Nwaneri","ARS","M","230","Laeka B","ARS 2<br/>@SOU 1 F","155.47","5.98","14%","0%","26","11","867","4","2","0","16","0","9","1","7","0","17","5","1","0","8","2","0","0","4","37","2","4","0","0","0","4","290"
"*05mxa*","Joel Veltman","BHA","D","231","FA","BHA 4<br/>@TOT 1 F","154.76","7.37","3%","0%","21","19","1,692","0","0","0","6","0","1","0","29","0","7","44","5","0","8","19","0","0","62","4","7","22","0","0","0","24","537"
"*03zsq*","Kyle Walker-Peters","SOU","D","232","FA","ARS 2<br/>@SOU 1 F","150.99","4.58","8%","-5%","33","33","2,918","0","2","1","24","1","6","0","29","1","39","52","5","0","8","18","3","1","75","38","15","11","0","0","0","77","180"
"*062hb*","Flynn Downes","SOU","M","233","FA","ARS 2<br/>@SOU 1 F","149.5","5.54","0%","0%","27","25","2,146","1","0","0","15","0","3","0","25","0","17","39","12","0","0","32","7","0","50","8","9","17","0","0","0","49","270"
"*051k3*","Jacob Ramsey","AVL","M","234","FA","AVL 0<br/>@MUN 2 F","147.76","5.1","12%","+1%","29","19","1,605","1","3","1","21","1","4","1","15","0","23","28","2","1","2","8","1","0","8","25","4","7","0","1","0","26","384"
"*05244*","Jack Clarke","TOT/IPS","F","235","FA","WHU 3<br/>@IPS 1 F","145.5","4.55","0%","0%","32","12","1,139","0","4","0","28","0","2","1","20","0","22","23","2","0","1","7","1","0","23","25","0","7","0","0","0","31","30"
"*0626q*","Simon Adingra","BHA","M","236","thomas","BHA 4<br/>@TOT 1 F","144.62","4.99","23%","0%","29","12","1,069","2","2","0","16","1","8","1","14","0","12","4","0","0","10","8","0","0","6","21","0","7","0","0","0","23","191"
"*04qfq*","Matt O'Riley","FUL/BHA","M","237","FA","BHA 4<br/>@TOT 1 F","143.12","6.82","15%","0%","21","11","918","2","2","0","21","1","7","1","9","0","4","13","1","0","6","13","1","0","9","8","3","6","0","1","1","20","191"
"*061va*","Boubacar Kamara","AVL","M","238","FA","AVL 0<br/>@MUN 2 F","142.32","5.47","7%","0%","26","20","1,713","1","0","0","11","0","3","0","21","1","17","35","2","0","0","19","4","1","47","9","7","21","0","0","0","22","569"
"*04spw*","James Garner","EVE","M","239","Will","EVE 1<br/>@NEW 0 F","140.27","6.68","84%","0%","21","17","1,584","0","1","0","13","0","4","0","31","0","9","15","5","0","9","23","1","0","34","7","4","11","0","0","0","19","452"
"*061x2*","Darwin Nunez","LIV","F","240","FA","CRY 1<br/>@LIV 1 F","140","4.67","2%","0%","30","8","1,090","5","2","1","11","1","13","0","18","0","21","14","8","0","1","4","0","0","11","8","0","20","0","1","0","21","240"
"*051k7*","Reece James","CHE","D","241","Noah B","CHE 1<br/>@NOT 0 F","139.23","7.33","95%","+3%","19","12","1,052","1","1","0","11","1","3","1","9","1","9","11","1","0","4","13","1","1","21","7","6","24","0","0","0","14","285"
"*06jgs*","Adam Wharton","CRY","M","242","FA","CRY 1<br/>@LIV 1 F","139.09","6.95","75%","-1%","20","16","1,311","0","2","0","26","0","5","0","14","0","13","21","2","0","5","20","0","0","27","2","2","7","0","0","0","21","301"
"*02oq8*","James Ward-Prowse","WHU/NOT","M","243","RyRob","WHU 3<br/>@IPS 1 F","136.91","5.7","32%","-6%","24","17","1,427","1","2","1","24","0","6","0","15","0","9","6","2","1","9","13","0","0","19","2","5","13","0","0","0","18","375"
"*05gcs*","Sander Berge","BUR/FUL","M","244","FA","MCI 2<br/>@FUL 0 F","136.79","4.41","14%","0%","31","26","2,214","0","0","0","18","0","1","0","30","0","16","10","6","0","0","21","5","0","37","11","8","28","0","0","0","35","364"
"*06nvg*","Jota Silva","NOT","F","245","FA","CHE 1<br/>@NOT 0 F","136","4.39","2%","0%","31","5","816","3","1","0","14","1","7","1","14","0","12","23","5","0","4","12","2","0","16","10","1","21","0","1","0","16","209"
